origin_lat,origin_lng,dest_lat,dest_lng,encoded_points
41.9066673079851,-87.6895820096025,41.912366190787,-87.6750712894836,u{w~FxzevOF?A{BAsFGoJCsFmJHiJHoJHqA@EcHAcECiBCaDh@cAn@iAC_DMsOGgJ
41.9066673079851,-87.6895820096025,41.9022009180961,-87.656066340364,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?aEAsH?eDA{@Cu@?]Bo@AoBG}GCcCAcDK_EGoD_@aJE_E?q@D_CLcBPcAAcBCyFGkJEaMGoHCwDEyAI{@MMGESDKJG\Eh@?`@HRFH?H]@?NkB@gA@yADAc@?c@AeACuBWiBYyAUeAnA{@~B}ArE{CtOmKfEsCAeGEkEAyBEeKCyIrCADBJH@j@FR`DpGRTTLlC|@\DpDP|Gh@fAFvC?ZC`@M`@Ul@i@l@u@v@_@n@{@~AsAh@[|@Y
41.9066673079851,-87.6895820096025,41.9157411019372,-87.692256485121,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CB{IBiAB
41.9066673079851,-87.6895820096025,41.8852882458388,-87.6572424682146,u{w~FxzevO`VQEkII{UOw]EuHAsA~A@xAIrDCfJMjJGrKKbIEnGKtHGlPMhQS|AAMiN]yUQqOGqFAqHQyUIeZ
41.9066673079851,-87.6895820096025,41.9286297085405,-87.6853728497224,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?aEAsH?eDA{@Cu@?]Bo@AoBG}GCcCAcDK_EGoD_@aJE_E?q@?}@C?AACoBAq@e@@s@@eF@oE@kMNiIHkEHsA@eEFcBFiC?c@?eCJsABE|@Cn@GVg@jAgCdEuEpHcCbEmAlByDnGINZd@n@|@fB~BRV
41.9066673079851,-87.6895820096025,41.9067715990372,-87.6810250162682,u{w~FxzevOF?A{BAsFGoJGgNAqFbDECmCoBBAcB
41.9066673079851,-87.6895820096025,41.9159095382849,-87.6838261963691,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?aEAsH?eDA{@Cu@?]Bo@AoBG}GCcCAcDE}BEo@QD?HHPADECSKADHLHJ?DCBQOGCIBGH@DGNALKQoCxEaBvCI@}A?\o@xEiIICG?qA?cBxC
41.9066673079851,-87.6895820096025,41.8926320462621,-87.6903237564612,u{w~FxzevO`VQxDAjDEvDGvDAjJGlGIzDA`FIf@A`@p@RPHDJDNAlDEd@n@BD?vA?D
41.9066673079851,-87.6895820096025,41.9208013139285,-87.6945320393234,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CB{IBiDBoDH_B@?_ESV}F`LkCfFa@v@}@gAcAmAq@rA
41.9066673079851,-87.6895820096025,41.9067177373357,-87.7103553552881,u{w~FxzevOpJI@rFHz`@BtCL?F|A}@Z]pAk@rAIj@?XN^BZ?NU~@M\QXIPEn@Hd@P\HCHG@H@LELJXCDa@zAH@F@VJBDLX?L?HK\JDH@j@AT@T|@Jz@DpA?hAGr@GZYz@PRFp@?TUzAGdAA|BLfAL`AB\Aj@W@o@@wBEDT?JR@AdDsDD{A@@pCBvG@`B
41.9066673079851,-87.6895820096025,41.8790767308624,-87.65704538762,u{w~FxzevO`VQEkII{UOw]EuHAsA~A@xAIrDCfJMjJGrKKbIEnGKtHGlPMhQS|AAMiN]yUGuFAeAbAAb@AAu@P?AgBAu@b@Ar@AAmAA{B`E?rDGjFErAAhAIp@??YEoNKkLCcGAcKAaEAsCtFI
41.9066673079851,-87.6895820096025,41.9354390792354,-87.6933366360587,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@@rFCpFHrL?x@]?iF@}HLwKHmNLyGDgILiEDeGDkIHc@?_GJiE@mB@gB@aKJeHFCeMAaO{A@@pByPP
41.9066673079851,-87.6895820096025,41.8995893675262,-87.6747187652597,u{w~FxzevO`VQEkII{UOw]EuHAsA~A@xAIrDCfJMCqFCuF
41.9066673079851,-87.6895820096025,41.9121057445485,-87.6994821648291,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@@rFCpFHrL?x@]?@hEBhI{FF
41.9066673079851,-87.6895820096025,41.9147877430097,-87.6769992950319,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?aEAsH?eDA{@Cu@?]Bo@AoBG}GCcCAcDK_EGoD_@aJE_E?q@?}@C?AACoBAq@e@@s@@}@?AsB
41.9066673079851,-87.6895820096025,41.9284315180876,-87.6999683652796,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@@rFCpFHrL?x@]?iF@}HLwKHmNLyGDgILiEDm@@{A@U^eDlGiC~E{@~A{BjEgAgAiC@UEgFHmA@CqFu@@
41.9066673079851,-87.6895820096025,41.9210205415403,-87.7103608895701,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CB{IBiDBoDH_B@@pIDhKBtHBxEBhNFvUBhP@bHiB@aGJmJJ@fG
41.9066673079851,-87.6895820096025,41.9118821155898,-87.710094947513,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?rDDpG?nE@|C?nBBdA@`AC`A?jAEv@?jC@hGDpUD|H@|LLlGAdB@nDBjAA~@?FD?@@@dB?B?B@A@C?g@?yA?UBE?WxII
41.9066673079851,-87.6895820096025,41.8924781700026,-87.6647387878606,u{w~FxzevO`VQEkII{UOw]EuHAsA~A@xAIrDCfJMjJGlGE|ACCyBAsFKaRI}VE_FEyH~AAtDGtDApDE~AACaD
41.9066673079851,-87.6895820096025,41.8990614004628,-87.7213153442323,u{w~FxzevO`VQDxZDjQvCArEAtDIvDC?`C?rF@pFD`LFn\FjVBzI?xFBtB?fNBdN@fN
41.9066673079851,-87.6895820096025,41.9212499126421,-87.6850967237769,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CB{IBiDBoDH_B@?_E?_B?cEEcG@{EC_EAoEyCDoHFkABFdGANABC?cA@AeBAgBuFBA{AdBCV?
41.9066673079851,-87.6895820096025,41.9374012930469,-87.722330133986,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?rDDpG?nE@|C?nBBdA@`AC`A?jAEv@?jC@hGDpUD|H@|LLlGAdB@nDBjAA~@MlBC`@?hAHjAPdBCt@IdB?|A@pAH~ADrCBhFA~AEtI@fFFXHLFR?PELGHK@]QeA@wIJsGDDhNkJFqQPuKLmMJoJLqJFgJFkJLgJFiIsJwAnCVX
41.9066673079851,-87.6895820096025,41.8917040441296,-87.7021747373766,u{w~FxzevOpJI@rFHz`@BtCL?F|Ad@K\Cb@@`@D`AAPFXVVpALrBFhAE~AQdBGl@?l@Hx@TlAFp@Cn@]nAGPJ@x@?lEEDXLf@FZAPABj@FLDNPLHb@@vAKh@KTFhA`@PDJATIHCFJP^VNVHHDXE?UpDGfHEd@{ArEGp@Gj@Mb@EvB?l@L`EArFGl@?
41.9066673079851,-87.6895820096025,41.9192070176705,-87.6714490286271,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?aEAsH?eDA{@Cu@?]Bo@AoBG}GCcCAcDK_EGoD_@aJE_E?q@D_CLcBPcAAcBCyFGkJEaMGoHCwDEyAI{@MMGESDKJG\Eh@?`@HRFH?H]@@lCuD?BvF@vB{ABoGF{A??i@@eAAw@AaB@eBG_E_B`ASH?\@|@EN_@n@y@tA}@lBCLG\KT
41.9066673079851,-87.6895820096025,41.8926536169898,-87.6525172461958,u{w~FxzevO`VQEkII{UOw]KmOKmVQcg@dJkPpCaFnCwEf@gAj@_A\m@vBaEdCkE`CeEvCkFtBqDdBiD`AeBxLgTzCiFb@{@tEgICmNIqKCs@W}GOsEIgBA_L?m@AkBq@@q@BaA@yB?c@?\n@d@`ALZJf@Ff@HpFDlG@tJHlLFzLAbHWrGABMxBD`@B~BDt@XdD@T
41.9066673079851,-87.6895820096025,41.9211256768265,-87.6997540616386,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CB{IBiDBoDH_B@@pIDhKBtHBxEcLJsEFiB@@fC?hA
41.9066673079851,-87.6895820096025,41.8922753767449,-87.67939814165,u{w~FxzevO`VQEkII{UC{F?eAAsAf@@pCChGGlJIhJG`PQnGIxAAzA?GmNI?
41.9066673079851,-87.6895820096025,41.9204780208957,-87.6799729365284,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CB{IBiDBoDH_B@?_E?_B?cEEcG@{EC_EAoEEmEO_W@cByCBoHF_BB
41.9066673079851,-87.6895820096025,41.9216468881418,-87.6899513466943,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CB{IBiDBoDH_B@?_E?_B?cEEcGwFvK{AtCiC?aDB@qBuA@CeEqA@?T
41.9066673079851,-87.6895820096025,41.8997371476605,-87.6649536546446,u{w~FxzevO`VQEkII{UOw]EuHAsA~A@xAIrDCfJMCqFGgNGgNAqFCsFCiJGsJ
41.9066673079851,-87.6895820096025,41.89235466214,-87.6745067534755,u{w~FxzevO`VQEkII{UOw]EuHAsA~A@xAIrDCfJMjJGrKKbIEvDIvAAEgNpAA
41.9066673079851,-87.6895820096025,41.8925577145848,-87.6598478569177,u{w~FxzevO`VQEkII{UOw]EuHAsA~A@xAIrDCfJMjJGlGE|ACCyBAsFKaRI}VE_FI{RA}CCkDjA@fBAnBAzIKxAAAmBA}DA_E
41.9066673079851,-87.6895820096025,41.9357028994456,-87.7038400759589,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@@rFCpFHrL?x@]?iF@}HLwKHmNLyGDgILiEDm@@{A@U^eDlGiC~E{@~AeFvJkIHmEBsQLkCFcFD}LN@nF
41.9066673079851,-87.6895820096025,41.9283966009,-87.7049110564962,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@@rFCpFHrL?x@]?iF@}HLwKHmNLyGDgILiEDm@@{A@U^eDlGiC~E{@~AeFvJsJzQy@|AU]Sy@Mc@?}@
41.9066673079851,-87.6895820096025,41.950419000591,-87.7019832933924,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@@rFCpFHrL?x@]?iF@}HLwKHmNLyGDgILiEDm@@{A@U^eDlGiC~E{@~AeFvJkIHmEBsQLkCFcFD}LN}A@wEB{ID}KLoDBECq@aA_F`IaC@yCD?iA?{CIMYC}GHoWV?oE
41.9066673079851,-87.6895820096025,41.906709710732,-87.6653277387058,u{w~FxzevOF?A{BAsFGoJGgNAqFlGGKkRAqICSAuBA_FGBGWwBmC_HkI|@aBAGEKEEa@G@aBC}GCgBrBCN??cBC{GAmBGm@AaA?sAA}CAyB|@C
41.9066673079851,-87.6895820096025,41.8974253929847,-87.69937424851,u{w~FxzevO`VQDxZDjQvCArEAtDIxFErBA|@A?`C?pF@zBxBC
41.9066673079851,-87.6895820096025,41.9154908498212,-87.7101913828129,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?rDDpG?nE@|C?nBBdA@`AC`A?jAEv@?jC@hGDpUBxB?xA@n@GAECACCIDq@IQI@EHANB\BRCXKREH@RBHDP@^G?_C@sDB@zB?`E@bEBfI@|CH?
41.9066673079851,-87.6895820096025,41.920228900044,-87.7705333676237,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?rDDpG?nE@|C?nBBdA@`AC`A?jAEv@?jC@hGDpUD|H@|LLlGAdB@nDBjAA~@MlBC`@?hAHjAPdBCt@IdB?|A@pAH~ADrCBhFA~AEtI@fFFXHLFR?PELGHK@]QeA@wIJsGDDhN@pFLje@Hl]DrHHjLB`J@`EJt_@Jx`@DtFGtFMjGW~BiAvK}BfTkCfVcCdVm@vF_B@S?
41.9066673079851,-87.6895820096025,41.8847501046806,-87.6841274003117,u{w~FxzevO`VQxDAjDEvDGvDAjJGlGIzDA`FI~EI`C?lOIJAFIFUD{@?mBEmHC_NrKKlJOdEC
41.9066673079851,-87.6895820096025,41.8917318285837,-87.7186559105512,u{w~FxzevO`VQDxZDjQvCArEAtDIvDC?`C?rF@pFD`LFn\FjVBzI?xFBtB?fNBdNxXYpGElJK
41.9066673079851,-87.6895820096025,41.8555618748275,-87.6833419640078,u{w~FxzevO`VQxDAjDEvDGvDAjJGlGIzDA`FI~EI`C?lOIJAFIFUD{@?mBEmHC_NrKKlJOjJItAAxDCnGKlDAjAB@@@DBBF?DG?E`BEdC@?B@DD@H?DK?AbEGzDAjDEdAChKGbLGrYYXu@b@l@f@r@zAlBnB|BfApAfA~AP\Z@PCFI`BAzCCrKInEAzAGjHEnA?rBKe@oCUiBGsAAwB@[tACtDAbCC
41.9066673079851,-87.6895820096025,41.9284646842757,-87.6950863410069,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@@rFCpFHrL?x@]?iF@}HLwKHmNLyGDgILiEDeGDkIHc@?_GJiE@AqFAqFcDD
41.9066673079851,-87.6895820096025,41.8986973210056,-87.7088059242815,u{w~FxzevO`VQDxZDjQvCArEAtDIvDC?`C?rF@pFD`LFn\BpKAVPk@hAv@
41.9066673079851,-87.6895820096025,41.8924327728614,-87.6696237770638,u{w~FxzevO`VQEkII{UOw]KmOKmVA_BhAAj@AtIGf[YnJMhJIGkNpA?
41.9066673079851,-87.6895820096025,41.9123508458549,-87.7510729879918,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?rDDpG?nE@|C?nBBdA@`AC`A?jAEv@?jC@hGDpUD|H@|LLlGAdB@nDBjAA~@MlBC`@?hAHjAPdBCt@IdB?|A@pAH~ADrCBhFA~AEtI@fFFXHLFR?PELGHK@]QeA@wIJsGDDhN@pFLje@Hl]DrHHjLB`J@`EBtLBhGd@?j@?b@APIZOxDIHB@DA`A@`ADjB@nFFvHVc@^Wp@i@JOFSfFGBhFzAExAADjJ
41.9066673079851,-87.6895820096025,41.9120286038049,-87.7043680920698,u{w~FxzevOF?A{BmJJBhNDbN@fNBbDDjBRhDDnACfAKj@ANFd@s@jAK\GX?`@Df@DRFHTRe@HWJk@\a@NDxBAfAMfB_@bCSjAK|@Az@Dz@J`@ULQGQOa@e@U_@SWqBDeGD?c@
41.9066673079851,-87.6895820096025,41.878665212614,-87.6716805484159,u{w~FxzevO`VQEkII{UOw]EuHAsA~A@xAIrDCfJMjJGrKKbIEnGKtHGlPMhQS|AAMiNUeNdCCvLKzHIxKG
41.9066673079851,-87.6895820096025,41.9227111889323,-87.7218357297489,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?rDDpG?nE@|C?nBBdA@`AC`A?jAEv@?jC@hGDpUD|H@|LLlGAdB@nDBjAA~@MlBC`@?hAHjAPdBCt@IdB?|A@pAH~ADrCBhFA~AEtI@fFFXHLFR?PELGHK@]QeA@wIJsGDDhNkJFqQPkC@AuBAsB
41.9066673079851,-87.6895820096025,41.9210831204029,-87.7046499542215,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?rDDpG?nE@|C?nBBdA@`AC`A?jAEv@?jC@hGDpUBxB?xA@n@GAECACCIDq@IQI@EHANB\BRCXKREH@RBHDP@^G?_C@mJFSDcA?iA?[EmAAqPNcB?AOBWJYHU?MIY
41.9066673079851,-87.6895820096025,41.8860096513922,-87.6718844875403,u{w~FxzevO`VQEkII{UOw]EuHAsA~A@xAIrDCfJMjJGrKKbIEnGKtHGlPMhFGQq]bGC
41.9066673079851,-87.6895820096025,41.9063400246945,-87.7215398863574,u{w~FxzevOpJI@rFHz`@BtCL?F|A}@Z]pAk@rAIj@?XN^BZ?NU~@M\QXIPEn@Hd@P\HCHG@H@LELJXCDa@zAH@F@VJBDLX?L?HK\JDH@j@AT@T|@Jz@DpA?hAGr@GZYz@PRFp@?TUzAGdAA|BLfAL`AB\?fAHA@~B?fJFfRHvU?tCFxX?xBg@@}HD
41.9066673079851,-87.6895820096025,41.9153187968744,-87.7322503417904,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?rDDpG?nE@|C?nBBdA@`AC`A?jAEv@?jC@hGDpUD|H@|LLlGAdB@nDBjAA~@MlBC`@?hAHjAPdBCt@IdB?|A@pAH~ADrCBhFA~AEtI@fFFXHLFR?PELGHK@]QeA@{FH@tFBvF@nCBlMHvYD`L
41.9066673079851,-87.6895820096025,41.8695725892578,-87.6591990481954,u{w~FxzevO`VQEkII{UOw]EuHAsA~A@xAIrDCfJMjJGrKKbIEnGKtHGlPMhQS|AAMiN]yUGuFlEEpJItNK|CCbCEdDECaEGqPKyJAyB?eEzEI|AGnB?|@@xGI|LMlGKEoHjBCnAAAwD
41.9066673079851,-87.6895820096025,41.934166880409,-87.7125728510498,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@@rFCpFHrL?x@]?iF@}HLwKHmNLyGDgILiEDm@@{A@U^eDlGiC~E{@~AeFvJkIHmEBsQLkCFcFD}LN@dNAjNDbNBrGrG|G
41.9066673079851,-87.6895820096025,41.9156387679081,-87.7044797154094,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CB{IBiAB@tF@vFBfNDj[DhC?lH@vB
41.9066673079851,-87.6895820096025,41.9352176386575,-87.7443888733072,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?rDDpG?nE@|C?nBBdA@`AC`A?jAEv@?jC@hGDpUD|H@|LLlGAdB@nDBjAA~@MlBC`@?hAHjAPdBCt@IdB?|A@pAH~ADrCBhFA~AEtI@fFFXHLFR?PELGHK@]QeA@wIJsGDDhN@pFLje@Hl]BjD@hAuA?yDFwDDuDD_B?gJPeIFu@BqGPmD@eC?eCB{AFw@?wEHyDB{A@uA??pABrK@bEB~G@tAe@@aNPsEHD`H@jC
41.9066673079851,-87.6895820096025,41.912441673302,-87.6701816163636,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?aEAsH?eDA{@Cu@?]Bo@AoBG}GCcCAcDK_EGoD_@aJE_E?q@D_CLcBPcAAcBCyFGkJEaMGoHCwDEyAI{@MMGESDKJG\Eh@?`@HRFH?H]@@NZA|AChCAvBChAC@bC?vB
41.9066673079851,-87.6895820096025,41.8921955345192,-87.6842896357353,u{w~FxzevO`VQEkICgGC_KzDE|LKlJIdPMdJGrDEpAE
41.9066673079851,-87.6895820096025,41.8852962477674,-87.6428042439965,u{w~FxzevO`VQEkII{UOw]KmOKmVQcg@dJkPpCaFnCwEf@gAj@_A\m@vBaEdCkE`CeEvCkFtBqDdBiD`AeBxLgTzCiFb@{@tEgInDwGx@_BbC_Ef@}@HSJ?hAC~@Cv@AfA?hBAbCGbDEbA?b@?AoA?cDAs@Q@
41.9066673079851,-87.6895820096025,41.8985490961549,-87.7606039604747,u{w~FxzevO`VQDxZDjQvCArEAtDIvDC?`C?rF@pFD`LFn\FjVBzI?xFBtB?fNBdN@fNDdNBnJFpJRje@Xbp@JjWFxC@~LLbi@Dj^?dB
41.9066673079851,-87.6895820096025,41.9258252089563,-87.7128836553388,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?rDDpG?nE@|C?nBBdA@`AC`A?jAEv@?jC@hGDpUD|H@|LLlGAdB@nDBjAA~@MlBC`@?hAHjAPdBCt@IdB?|A@pAH~ADrCB`BIGIYC]AIE{Ac@@kEDcBBB`I_BBiD?o@@kFJoGHoJHkJJkGDkBBeGDAsBAwFAuFCqF~BC
41.9066673079851,-87.6895820096025,41.9428681074369,-87.7013309490493,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@@rFCpFHrL?x@]?iF@}HLwKHmNLyGDgILiEDm@@{A@U^eDlGiC~E{@~AeFvJkIHmEBsQLkCFcFD}LN}A@wEB{ID}KLoDBECq@aAiBxC?qE?eD
41.9066673079851,-87.6895820096025,41.8634141555598,-87.653754692036,u{w~FxzevO`VQEkII{UOw]KmOKmVQcg@dJkPpCaFnCwEf@gAj@_A\m@vBaEdCkE`CeEvCkFtBqDdBiD`AeBxLgTzCiFb@{@tEgI~DCTLD?rDC`BCbFGh@ANMrEEzDCxCCnMMvMOpII~GG~C?xDIjBCDLRCzDC?n@?p@@@?@?B?BCFHP@N@HB@\X`@n@PRj@A@D`AArAEhAA`Ar@BnAN?@Xr@A?pB\Hh@XHHN^HTNVl@f@X\V`@LR@Tb@AdFEdFGzHI`LGD|K@dC
41.9066673079851,-87.6895820096025,41.9155643521436,-87.720074409384,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?rDDpG?nE@|C?nBBdA@`AC`A?jAEv@?jC@hGDpUD|H@|LLlGAdB@nDBjAA~@MlBC`@?hAHjAPdBCt@IdB?|A@pAH~ADrCBhFA~AEtI@fFFXHLFR?PELGHK@]QeA@{FHA}@
41.9066673079851,-87.6895820096025,41.9337846267449,-87.7220524303469,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?rDDpG?nE@|C?nBBdA@`AC`A?jAEv@?jC@hGDpUD|H@|LLlGAdB@nDBjAA~@MlBC`@?hAHjAPdBCt@IdB?|A@pAH~ADrCBhFA~AEtI@fFFXHLFR?PELGHK@]QeA@wIJsGDDhNkJFqQPuKLmMJoJLqJFgJFkJL{AB?{BA{BdAA
41.9066673079851,-87.6895820096025,41.929368689503,-87.7242313064741,u{w~FxzevOF?A{BmJJgGF?xBBtF@pFyA?mB@kGFmCB}CBaA@AoC?c@HC?rDDpG?nE@|C?nBBdA@`AC`A?jAEv@?jC@hGDpUD|H@|LLlGAdB@nDBjAA~@MlBC`@?hAHjAPdBCt@IdB?|A@pAH~ADrCBhFA~AEtI@fFFXHLFR?PELGHK@]QeA@wIJsGDDhNkJFqQPuKLmMJoJLqJF@tFdCC
41.9192070176705,-87.6714490286271,41.9218777879858,-87.6641185592769,gkz~F`hbvOgAfBuAvCa@v@IJgA@kBBa@?AcB@iAIsNEgGCcCAuEA}K?}Aw@@
41.9192070176705,-87.6714490286271,41.9147877430097,-87.6769992950319,gkz~F`hbvOJUF]BM|@mBx@uA^o@DOA}@?]RI~AaAF~DAdB@`B?|B?h@zA?nGGFpF@vFD~J@`B|AA@rBjAB?H
41.9192070176705,-87.6714490286271,41.906709710732,-87.6653277387058,gkz~F`hbvOJUF]BM|@mBx@uA^o@DOA}@?]RI~AaAAoD?w@HIHSpA{@jGgE~OoKxKqHHTNDXt@B@NGNGHAV??XBxG@nFXYv@g@v@Yd@Cz@D`CChCA~GI
41.9192070176705,-87.6714490286271,41.9211256768265,-87.6997540616386,gkz~F`hbvOJUF]BM|@mBx@uA^o@DOA}@?]RI~AaAF~DAdB@`B?|B?h@zA?nGGnGGpA?B~BD~A?Q?uBDCDA@pB@nFFjJBxF@bBQbAMbBE~B?p@D~D^`JFnDJ~D@bDJ`L@nBCn@?\Bt@@z@?dD@rH?tJD`N@|C?nBBdA@`AC`A?jAEv@?jC@hG@rEGBCJ?`AB~AG@wDFyMROAeAc@YESAAiCcFFiKFWACSAoE
41.9192070176705,-87.6714490286271,41.9121612670864,-87.6897092167478,gkz~F`hbvOJUF]BM|@mBx@uA^o@DOA}@?]RI~AaAF~DAdB@`B?|B?h@zA?nGGnGGpA?B~BD~A?Q?uBDCDA@pB@nFFjJBxF@bBQbAMbBE~B?p@D~D^`JFnDJ~D@bDJ`L@nBCn@?\Bt@@z@An@CCAkAAu@CEAfJ?zAV?jBAvECN?
41.9192070176705,-87.6714490286271,41.912441673302,-87.6701816163636,gkz~F`hbvOJUF]BM|@mBx@uA^o@DOA}@?]RI~AaAF~DAdB@`B?|B?h@zA?nGGnGG|CGjFA~@A?gBEiC
41.9192070176705,-87.6714490286271,41.9060233934322,-87.6753102573397,gkz~F`hbvOJUF]BM|@mBx@uA^o@DOA}@?]RI~AaAF~DAdB@`B?|BBrBAz@DlBzAAnGGvAEhC?~B?lA@fIMjGE|@@~AElEGxCArCIZBHFBDDN`AhAPRMPs@lAfGpH
